DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
27-Oct-2025,EQ,2030.0,2094.0,2030.0,2029.3,2083.0,2080.1,2078.53,2094.0,1511.0,5796831,12048905188.6,187130
24-Oct-2025,EQ,2008.0,2033.0,2006.9,2007.9,2028.0,2029.3,2024.56,2067.0,1511.0,3236799,6553106604.6,166105
23-Oct-2025,EQ,2063.9,2067.0,2003.6,2043.5,2009.9,2007.9,2023.86,2067.0,1511.0,8790128,17789960867.9,296341
21-Oct-2025,EQ,2051.8,2058.5,2038.5,2051.5,2041.6,2043.5,2045.3,2058.5,1511.0,240850,492610681.5,21615
20-Oct-2025,EQ,2026.0,2057.0,2019.7,2012.0,2050.0,2051.5,2042.87,2057.0,1511.0,7387180,15091064288.2,225566
17-Oct-2025,EQ,1973.6,2034.3,1970.3,1967.4,2012.9,2012.0,2013.74,2045.8,1511.0,6743801,13580290074.7,202098
16-Oct-2025,EQ,1962.3,1986.9,1962.0,1968.5,1970.2,1967.4,1973.83,2045.8,1511.0,3700674,7304500778.7,246779
15-Oct-2025,EQ,1957.2,1976.0,1951.6,1946.6,1967.0,1968.5,1965.08,2045.8,1511.0,3447352,6774313245.8,132066
14-Oct-2025,EQ,1964.0,1964.0,1939.2,1954.9,1948.2,1946.6,1948.36,2045.8,1511.0,4454239,8678447974.6,115211
13-Oct-2025,EQ,1937.9,1965.9,1936.0,1939.9,1955.0,1954.9,1955.22,2045.8,1511.0,3672419,7180372108.1,134124
10-Oct-2025,EQ,1937.0,1947.6,1935.4,1942.0,1940.0,1939.9,1940.42,2045.8,1511.0,2512581,4875455292.6,100319
09-Oct-2025,EQ,1945.0,1948.8,1931.3,1943.5,1941.0,1942.0,1940.57,2045.8,1511.0,3945737,7656969690.2,123955
08-Oct-2025,EQ,1929.0,1962.6,1927.6,1929.0,1939.0,1943.5,1945.68,2045.8,1511.0,4957406,9645507545.2,189526
07-Oct-2025,EQ,1900.0,1946.0,1900.0,1903.1,1928.8,1929.0,1928.23,2045.8,1511.0,5713060,11016084010.0,176001
06-Oct-2025,EQ,1892.6,1907.0,1887.5,1896.7,1901.9,1903.1,1898.12,2045.8,1511.0,2809218,5332230593.9,125866
03-Oct-2025,EQ,1851.2,1900.3,1848.1,1867.6,1896.9,1896.7,1880.95,2045.8,1511.0,5828332,10962776533.0,177774
01-Oct-2025,EQ,1868.0,1877.0,1855.9,1878.4,1869.5,1867.6,1866.91,2045.8,1511.0,5675393,10595421987.8,158923
30-Sep-2025,EQ,1896.0,1907.6,1875.2,1902.2,1883.0,1878.4,1886.43,2045.8,1511.0,5945625,11216008469.8,191554
29-Sep-2025,EQ,1928.0,1928.0,1897.5,1916.6,1906.5,1902.2,1908.52,2045.8,1511.0,5072608,9681198593.5,152642
26-Sep-2025,EQ,1931.1,1944.7,1911.9,1935.6,1915.4,1916.6,1922.81,2045.8,1511.0,3239306,6228584260.7,139233
25-Sep-2025,EQ,1930.0,1950.0,1928.8,1931.1,1935.0,1935.6,1940.12,2045.8,1511.0,7133365,13839559461.2,157177
24-Sep-2025,EQ,1926.0,1937.3,1918.8,1938.7,1936.0,1931.1,1927.43,2045.8,1511.0,5237977,10095835192.1,117702
23-Sep-2025,EQ,1950.0,1955.0,1930.1,1956.2,1939.5,1938.7,1941.04,2045.8,1511.0,4348633,8440872959.4,112057
22-Sep-2025,EQ,1954.0,1966.0,1944.0,1962.4,1956.0,1956.2,1956.29,2045.8,1511.0,4469137,8742910725.5,112539
19-Sep-2025,EQ,1930.2,1976.8,1927.8,1941.1,1959.9,1962.4,1954.25,2045.8,1511.0,11287603,22058814337.5,152101
18-Sep-2025,EQ,1944.5,1949.8,1920.5,1941.3,1938.1,1941.1,1937.97,2045.8,1511.0,5080814,9846443250.2,194124
17-Sep-2025,EQ,1938.1,1950.1,1932.6,1939.5,1940.5,1941.3,1943.07,2045.8,1511.0,4234637,8228211139.5,137019
16-Sep-2025,EQ,1903.3,1942.0,1902.5,1904.5,1942.0,1939.5,1929.77,2045.8,1511.0,5427586,10473975256.4,121211
15-Sep-2025,EQ,1904.0,1913.0,1898.4,1902.6,1907.4,1904.5,1904.17,2045.8,1511.0,3553258,6766007905.0,132537
12-Sep-2025,EQ,1925.0,1925.0,1901.6,1913.0,1903.7,1902.6,1911.24,2045.8,1511.0,3192824,6102258824.1,93480
11-Sep-2025,EQ,1884.0,1916.0,1882.1,1891.4,1914.2,1913.0,1903.7,2045.8,1511.0,4718266,8982164743.1,146936
10-Sep-2025,EQ,1904.0,1905.0,1883.0,1893.7,1893.9,1891.4,1892.22,2045.8,1511.0,3566139,6747922521.4,132980
09-Sep-2025,EQ,1892.0,1904.0,1883.0,1887.7,1893.0,1893.7,1893.29,2045.8,1511.0,4517793,8553498311.2,135596
08-Sep-2025,EQ,1898.0,1899.0,1884.1,1895.3,1886.0,1887.7,1890.94,2045.8,1511.0,2547552,4817259823.5,97251
05-Sep-2025,EQ,1887.0,1910.7,1875.7,1880.4,1894.0,1895.3,1893.4,2045.8,1511.0,2620140,4960971727.3,87681
04-Sep-2025,EQ,1899.0,1903.5,1876.6,1883.9,1879.8,1880.4,1883.68,2045.8,1511.0,5205333,9805202617.5,142962
03-Sep-2025,EQ,1891.0,1892.1,1870.0,1887.2,1882.8,1883.9,1880.41,2045.8,1511.0,3803044,7151267254.5,179727
02-Sep-2025,EQ,1904.5,1917.5,1878.0,1900.6,1888.7,1887.2,1894.19,2045.8,1511.0,4423049,8378097503.2,168727
01-Sep-2025,EQ,1889.0,1904.8,1884.2,1888.8,1900.5,1900.6,1896.74,2045.8,1511.0,3421488,6489678664.8,174084
29-Aug-2025,EQ,1872.5,1900.1,1872.5,1881.1,1888.2,1888.8,1887.35,2045.8,1502.0,4339042,8189312163.6,137051
28-Aug-2025,EQ,1893.0,1899.8,1878.2,1904.7,1888.0,1881.1,1887.96,2045.8,1502.0,5494113,10372670054.7,192234
26-Aug-2025,EQ,1922.1,1925.8,1896.2,1930.7,1903.7,1904.7,1907.89,2045.8,1502.0,5984656,11418074402.1,171371
25-Aug-2025,EQ,1940.0,1940.1,1913.2,1933.3,1928.9,1930.7,1927.45,2045.8,1502.0,2451388,4724917353.1,88027
22-Aug-2025,EQ,1934.0,1947.7,1917.4,1929.9,1933.0,1933.3,1931.22,2045.8,1446.5,3271920,6318796024.8,112848
21-Aug-2025,EQ,1930.0,1940.9,1927.7,1928.4,1930.1,1929.9,1932.63,2045.8,1446.5,3376913,6526315351.1,122995
20-Aug-2025,EQ,1937.0,1952.0,1926.0,1909.7,1930.0,1928.4,1935.01,2045.8,1446.5,6962619,13472715684.8,158774
19-Aug-2025,EQ,1901.1,1931.8,1900.0,1892.3,1912.9,1909.7,1916.53,2045.8,1446.5,5706265,10936227739.1,206298
18-Aug-2025,EQ,1892.5,1912.6,1870.3,1873.8,1892.9,1892.3,1896.44,2045.8,1446.5,7146376,13552663053.7,168732
14-Aug-2025,EQ,1873.0,1883.0,1866.8,1867.4,1871.0,1873.8,1875.27,2045.8,1445.0,3958631,7423516081.0,94415
13-Aug-2025,EQ,1853.0,1872.5,1851.8,1850.3,1870.9,1867.4,1864.4,2045.8,1445.0,6697206,12486297813.4,156856
12-Aug-2025,EQ,1857.4,1865.0,1847.1,1857.4,1850.2,1850.3,1853.8,2045.8,1445.0,4645011,8610901523.1,128549
11-Aug-2025,EQ,1863.0,1866.0,1845.7,1858.6,1855.3,1857.4,1857.65,2045.8,1445.0,5266532,9783347103.0,182542
08-Aug-2025,EQ,1886.3,1893.8,1856.0,1922.6,1859.5,1858.6,1871.02,2045.8,1422.6,93801105,175503711662.1,247592
07-Aug-2025,EQ,1928.1,1933.3,1909.1,1929.7,1920.1,1922.6,1919.15,2045.8,1422.6,4268534,8191939056.3,117390
06-Aug-2025,EQ,1930.0,1964.8,1921.6,1931.8,1924.0,1929.7,1939.14,2045.8,1422.6,5461349,10590335524.2,198853
05-Aug-2025,EQ,1920.0,1937.6,1912.1,1914.6,1930.3,1931.8,1928.92,2045.8,1422.6,5167672,9968010970.7,142478
04-Aug-2025,EQ,1892.0,1919.9,1878.5,1884.4,1915.1,1914.6,1909.5,2045.8,1422.6,3074380,5870535946.2,103085
01-Aug-2025,EQ,1914.0,1919.7,1878.0,1914.3,1878.1,1884.4,1896.46,2045.8,1422.6,5192594,9847524466.9,112503
31-Jul-2025,EQ,1913.0,1926.5,1895.6,1932.6,1912.0,1914.3,1914.01,2045.8,1422.6,4674966,8947909333.1,139087
30-Jul-2025,EQ,1934.0,1939.2,1922.1,1918.3,1930.1,1932.6,1931.15,2045.8,1422.6,5044683,9742040986.3,124036
29-Jul-2025,EQ,1880.0,1923.6,1880.0,1890.3,1913.7,1918.3,1914.14,2045.8,1422.6,3748040,7174267314.5,130565
28-Jul-2025,EQ,1930.0,1930.0,1885.0,1937.9,1889.9,1890.3,1899.08,2045.8,1422.6,3575044,6789304593.1,183996
25-Jul-2025,EQ,1936.1,1952.7,1925.0,1936.1,1928.0,1937.9,1938.43,2045.8,1422.6,3896884,7553854412.8,150394
